donation_id,state,age,gender,donor_type,spending_on_food,entertainment
1334,OK,41,M,one-time,146.67,89.67
1335,OK,55,F,one-time,221.07,176.23
1336,NM,29,M,one-time,315.69,287.67
1337,AZ,40,F, ,211.01,161.23
1338,TX,37,M,one-time,246.72,248.67
1339,OK,26,M,one-time,350.11,301.67
1340,TX,39,M,recurring,216.45,157.67
1341,AR,34,F,one-time,199.24,207.23
1342,TX,34,F,one-time,274.13,283.23
1343,AR,24,F,recurring,253.69,250.23
1344,TX,34,F,recurring,214.59,120
1345,OK,56,F,one-time,224.33,234.23
1346,AZ,43,M,one-time,443.27,364.67
1347,MI,43,M,one-time,229.59,210.67
1348,SD,52,F,one-time,334.24,120
1349,AZ,54,F, ,151.62,184.23
1350,AR,49,F,one-time,244.3,212.23
1351,NM,42,M, ,306.66,254.67
1352,TX,44,M,one-time,138.57,113.67
1353,NM,39,F,one-time,281.15,256.23
1354,ND,40,M,one-time,218.38,169.67
1355,TX,33,M,one-time,189.08,136.67
1356,TX,37,F,one-time,310.29,120
1357,MI,28,M,one-time,244.79,258.67
1358,OK,43,F,one-time,242.52,223.23
1359,AR,42,M,one-time,243.37,213.67
1360,MO,50,M,one-time,250.5,251.67
1361,NM,35,M,one-time,245.38,220.67
1362,TX,40,M,one-time,226.86,197.67
1363,SD,45,M,one-time,182.15,175.67
1364,LA,34,M,one-time,257.73,231.67
1365,LA,47,F,one-time,236.61,284.23
1366,TX,30,M,one-time,238.36,241.67
1367,OK,41,M,one-time,181.83,169.67
1368,SD,47,F,one-time,342.83,305.23
1369,TX,40,F,one-time,233.31,120
1370,AR,32,F,one-time,299.99,251.23
1371,MO,42,M,one-time,261.36,193.67
1372,OK,48,F,recurring,326.4,262.23
1373,TX,46,M,recurring,99.39,125.67
1374,TX,53,M,one-time,132.98,142.67
1375,MO,48,F,one-time,315.75,287.23
1376,OK,32,F,one-time,215.3,233.23
1377,AR,32,F,one-time,309.03,120
1378,TX,37,F,recurring,324.55,273.23
1379,AR,41,F,one-time,318.23,120
1380,LA,35,F,one-time,207.48,120
1381,OK,36,F,one-time,249.93,242.23
1382,OK,32,M,one-time,161,94.67
1383,TX,32,F,one-time,256.2,235.23
1384,AR,36,F,one-time,256.84,182.23
1385,AZ,40,M,one-time,245.62,266.67
1386,AZ,42,M,one-time,383.55,339.67
1387,OK,42,M,recurring,340.78,250.67
1388,MI,40,M,one-time,277.67,271.67
1389,NM,35,F,recurring,383.79,120
1390,MI,43,M,one-time,251.01,117.67
1391,OK,39,M,one-time,347.44,293.67
1392,MI,41,F,one-time,562.8,482.23
1393,TX,43,M,one-time,269.61,211.67
1394,NM,40,M,one-time,309.5,254.67
1395,OK,35,M,one-time,197.41,86.67
1396,ND,52,M,one-time,281.27,251.67
1397,TX,29,M,one-time,243.44,167.67
1398,TX,40,M,one-time,205.87,192.67
1399,OK,39,F,one-time,265.48,237.23
1400,TX,33,M,one-time,188.63,170.67
1401,MI,42,M,one-time,332.17,276.67
1402,TX,41,F,one-time,329.06,120
1403,AR,46,M,one-time,228.48,195.67
1404,TX,21,M,one-time,164.81,172.67
1405,TX,43,F,one-time,327.25,281.23
1406,AR,59,M,one-time,264.77,209.67
1407,OK,29,M,recurring,286.62,231.67
1408,MO,40,F,one-time,370.8,319.23
1409,OK,24,M,one-time,289,264.67
1410,AR,51,F,one-time,262.76,294.23
1411,AR,39, ,one-time,188.16,77
1412,TX,39,F,one-time,236.56,219.23
1413,AZ,29,M,one-time,273.22,206.67
1414,TX,38,M,one-time,264.82,255.67
1415,NM,44,M,recurring,230.47,171.67
1416,TX,33, ,one-time,286.98,184
1417,TX,44,F,one-time,404.82,319.23
1418,OK,39,F,one-time,330.47,120
1419,OK,29,F,one-time,236.67,214.23
1420,TX,44,F,one-time,199.65,262.23
1421,OK,34,M,one-time,177.22,172.67
1422,TX,39,M,one-time,281.93,265.67
1423,TX,45,F,one-time,276.26,218.23
1424,TX,53,M,one-time,191.09,108.67
1425,AZ,46,M,one-time,224.29,259.67
1426,SD,32,M,one-time,263.99,234.67
1427,NM,36,F,one-time,178.03,89.23
1428,TX,40,M,one-time,188.6,171.67
1429,TX,31,M,one-time,222.4,180.67
1430,AR,35,F,one-time,204.77,192.23
1431,OK,37,F,one-time,314.2,300.23
1432,TX,44,F,one-time,282.27,269.23
1433,OK,42, ,one-time,226.24,149
1434,LA,42,F,one-time,261.63,262.23
1435,NM,32,M,one-time,388.22,336.67
1436,TX,46,F,one-time,270.54,120
1437,MI,56,M,one-time,253.72,196.67
1438,NM,44,M,one-time,281.69,260.67
1439,MO,47,M,one-time,253.07,204.67
1440,AZ,35,F,one-time,255.12,193.23
1441,OK,45,M,one-time,282.27,269.67
1442,TX,46,F,one-time,232.19,181.23
1443,OK,32,M,one-time,291.68,255.67
1444,TX,35,M,recurring,239.87,264.67
1445,OK,44,M,recurring,417.34,317.67
1446,TX,31,M,one-time,243.81,223.67
1447,OK,34,M,one-time,381.07,365.67
1448,TX,36,F,one-time,251.29,186.23
1449,SD,45,F,one-time,263.53,247.23
1450,TX,33,F,one-time,251.02,230.23
1451,TX,46,M,one-time,265.45,277.67
1452,TX,37,M,one-time,203.78,147.67
1453,AR,40,M,one-time,309.19,200.67
1454,SD,38,F,one-time,340.28,303.23
1455,NM,39,F,one-time,278.22,228.23
1456,TX,49,M,one-time,301.35,210.67
1457,MI,31,F,one-time,320.53,274.23
1458,OK,38,F,one-time,297.86,244.23
1459,MI,22,F,one-time,281.15,287.23
1460,OK,40,F,one-time,225.06,270.23
1461,OK,44,F,one-time,236.82,213.23
1462,LA,46,F,one-time,257.84,237.23
1463,MO,34,M,recurring,285.06,319.67
1464,TX,12,F,one-time,219,120
1465,AR,46,F,one-time,252.54,215.23
1466,AR,52,F,recurring,321.4,274.23
1467,TX,44,F,one-time,265.64,120
1468,MI,44,F,one-time,295.84,302.23
1469,LA,40,F,one-time,252.25,120
1470,TX,40,F,one-time,250.21,233.23
1471,SD,33,M,one-time,235.9,180.67
1472,TX,41,M,one-time,214.62,184.67
1473,NM,38,M,one-time,280.06,232.67
1474,TX,39,M,one-time,241.48,201.67
1475,OK,41, ,one-time,161.77,66
1476,TX,42,F,one-time,295.19,273.23
1477,AZ,35,F,one-time,287.71,311.23
1478,LA,38,M,one-time,302.71,209.67
1479,TX,35,M,one-time,276.22,224.67
1480,OK,53,M,one-time,250.11,277.67
1481,AZ,22,M,one-time,370.18,280.67
1482,TX,30,F,one-time,292.37,120
1483,MI,35,F, ,231.17,120
1484,LA,27,M,one-time,298.07,258.67
1485,TX,30, ,one-time,255.34,163
1486,LA,22,M,one-time,229.07,187.67
1487,MI,43,F,one-time,251.89,205.23
1488,TX,40,M,one-time,221.82,237.67
1489,MI,33,F,one-time,215.63,163.23
1490,MO,46,F,one-time,175.52,139.23
1491,LA,51,F,one-time,197,173.23
1492,TX,35,M,one-time,291.81,299.67
1493,MI,51, ,one-time,252.23,140
1494,TX,24,M,one-time,306.01,350.67
1495,NM,34,F,one-time,325.22,262.23
1496,SD,37,F,one-time,274.12,120
1497,TX,32,M,one-time,275.33,275.67
1498,TX,39,M, ,271.71,273.67
1499,OK,31,M,one-time,256.86,284.67
1500,TX,59,M,one-time,239.7,269.67
1501,NM,54,F,one-time,250.09,218.23
1502,OK,47,F,one-time,221.47,202.23
1503,TX,40,M,one-time,344.07,335.67
1504,AZ,45,M,one-time,368.6,262.67
1505,MI,50,F,one-time,169.91,233.23
1506,NM,27,M,one-time,196.82,200.67
1507,OK,40,F,one-time,323.14,309.23
1508,LA,38,M,recurring,237.22,250.67
1509,SD,36,F,one-time,288.05,120
1510,OK,38,M,one-time,307.71,315.67
1511,TX,47,F,one-time,292.58,302.23
1512,OK,41,F,one-time,252.97,208.23
1513,AR,36,F,recurring,373.99,343.23
1514,TX,44,F,one-time,296.99,310.23
1515,NM,38,M,one-time,264.82,270.67
1516,LA,61,M,one-time,276.63,218.67
1517,TX,24,M,one-time,223.28,175.67
1518,AR,30,M,recurring,323.71,247.67
1519,TX,43,M,one-time,227.63,229.67
1520,TX,38,M,one-time,290.15,269.67
1521,TX,42,F,one-time,98.09,135.23
1522,OK,29,M,one-time,285.6,240.67
1523,NM,44,M,one-time,227.14,268.67
1524,LA,36,M,one-time,206.17,170.67
1525,LA,50,F,one-time,269.18,226.23
1526,OK,32,F,one-time,225.54,120
1527,TX,29,M,one-time,250.08,184.67
1528,TX,45,F,one-time,237.29,120
1529,LA,34,F,one-time,245.55,120
1530,OK,35,F,one-time,234.1,232.23
1531,OK,33,M,one-time,176.27,162.67
1532,TX,44,F,one-time,236.03,194.23
1533,AZ,40,F,one-time,320.8,120
1534,AR,62,F,one-time,202.5,139.23
1535,TX,54,F,one-time,236.39,291.23
1536,OK,27,F, ,350.63,330.23
1537,TX,35,F,one-time,219.96,120
1538,MO,42,F,one-time,235.93,328.23
1539,TX,51,M,one-time,252.99,208.67
1540,TX,44,F,one-time,248.08,120
1541,OK,22,F,one-time,227.67,120
1542,AR,32,F,one-time,281.48,261.23
1543,TX,35,F,one-time,250.61,221.23
1544,MO,55,M,one-time,242.46,240.67
1545,LA,43,F,one-time,208.41,164.23
1546,AR,45,F,one-time,292.8,235.23
1547,ND,58,F,one-time,288.25,210.23
1548,OK,35,F,one-time,325.99,299.23
1549,SD,37,F,one-time,246.91,195.23
1550,MO,41,M,recurring,313.32,321.67
1551,ND,33, ,one-time,142.43,138
1552,MO,35,M,one-time,253.11,273.67
1553,SD,25,F,recurring,293.86,271.23
1554,MI,54,F,one-time,235.39,242.23
1555,TX,25,M,one-time,243.34,159.67
1556,AR,22,F,one-time,281.6,282.23
1557,TX,47,M,one-time,239.03,181.67
1558,NM,43,F,one-time,154.31,148.23
1559,NM,32,M,one-time,206,197.67
1560,OK,33,F,one-time,218.8,262.23
1561,TX,46,F,one-time,263.58,221.23
1562,TX,46,F,one-time,265.17,233.23
1563,NM,31,M,recurring,279.01,259.67
1564,LA,32,M,one-time,285.44,237.67
1565,LA,31,F,one-time,396.05,120
1566,MO,43,M,one-time,228.11,214.67
1567,TX,45,F,one-time,307.7,337.23
1568,AR,53,M,one-time,273.77,207.67
1569,TX,33, ,one-time,337.51,176
1570,OK,46,F,one-time,211.99,165.23
1571,AZ,41,M,one-time,268.11,230.67
1572,AR,37,M,one-time,204.14,187.67
1573,TX,35,M,one-time,302.33,272.67
1574,NM,38,F,one-time,207.4,144.23
1575,LA,38,F,one-time,385.46,373.23
1576,TX,38,F,one-time,339.54,246.23
1577,LA,57,M,one-time,241.47,158.67
1578,ND,36,F,one-time,272.87,255.23
1579,LA,40,F,recurring,170.27,126.23
1580,TX,37,F,one-time,345.32,290.23
1581,TX,27,M,one-time,293.58,197.67
1582,NM,46,M,one-time,249.77,267.67
1583,OK,27,F,one-time,264.1,299.23
1584,TX,29,M, ,359.57,342.67
1585,MI,48,M,one-time,301.62,256.67
1586,LA,44,M,one-time,209.72,158.67
1587,NM,39,M,one-time,336.5,336.67
1588,TX,38,M,one-time,283.27,335.67
1589,AZ,44,M,one-time,294.22,238.67
1590,AZ,46,M,one-time,210.06,184.67
1591,MI,33,M,recurring,184.64,192.67
1592,AR,49,M, ,224.23,178.67
1593,OK,61,F,one-time,167.69,161.23
1594,LA,47,M,one-time,187.6,200.67
1595,OK,40,M,one-time,279.13,253.67
1596,OK,45,F,one-time,339.78,120
1597,AR,34,M,one-time,222.27,238.67
1598,AR,54,F,one-time,281.52,298.23
1599,OK,56,M,one-time,241.58,163.67
1600,MO,31,F,one-time,255.58,216.23
1601,TX,37,F,one-time,168.76,164.23
1602,MO,54,F,one-time,268.87,182.23
1603,AR,49, ,one-time,326.57,203
1604,TX,57,F,one-time,345.88,285.23
1605,LA,24,M,one-time,247.72,171.67
1606,TX,30,F,one-time,181.82,195.23
1607,MO,40,M,one-time,321.13,328.67
1608,MI,33,M,one-time,349.76,264.67
1609,TX,39,F,one-time,277.56,216.23
1610,AR,38,F,one-time,194.57,120
1611,SD,39,M,one-time,111.35,97.67
1612,MI,39,F,one-time,362.72,120
1613,MO,45,F,one-time,309.44,120
1614,SD,21,F,one-time,302.2,271.23
1615,MI,42,F,one-time,367.19,120
1616,TX,56,M,one-time,275.34,228.67
1617,OK,51,M,one-time,273.02,253.67
1618,TX,42,F,one-time,343.23,317.23
1619,MI,29, ,one-time,281.74,154
1620,TX,31,M,one-time,293.38,204.67
1621,OK,35,F,one-time,161.91,120
1622,MO,45,F,one-time,257.72,290.23
1623,AR,41, ,one-time,353.08,229
1624,OK,40,M,one-time,371.98,327.67
1625,SD,51,F,one-time,375.89,120
1626,LA,36,M,one-time,401.78,389.67
1627,TX,42,F,one-time,275.59,246.23
1628,AR,37,M,one-time,179.58,180.67
1629,TX,37,F,one-time,260.08,251.23
1630,TX,40,M, ,279.16,320.67
1631,LA,53,F,one-time,328.73,120
1632,OK,47,M,recurring,314.04,282.67
1633,AR,45,M,one-time,265.28,208.67
1634,TX,33,F,one-time,295.98,265.23
1635,AR,42,F,recurring,385.08,302.23
1636,OK,30,M,one-time,240.96,179.67
1637,NM,41,M,one-time,285.97,276.67
1638,MO,50,F,one-time,403.4,361.23
1639,MO,31,F,recurring,334.61,321.23
1640,LA,51,F,one-time,302.51,120
1641,TX,48, ,one-time,262.83,233
1642,AZ,35,M,one-time,417.07,350.67
1643,LA,57,M,one-time,300.95,201.67
1644,AR,28,F,recurring,415.5,120
1645,TX,54, ,recurring,257.15,125
1646,MI,34,M,one-time,205.9,125.67
1647,TX,38,F,one-time,163.9,120
1648,MO,42,F,one-time,273.31,243.23
1649,AR,49,F,one-time,310.06,337.23
1650,TX,54,M,one-time,209.45,228.67
1651,AZ,43,F,one-time,144.81,120
1652,SD,34,F,one-time,177,138.23
1653,MI,37,F,one-time,173.22,189.23
1654,AR,34,F,one-time,204.3,178.23
1655,MI,48,F,one-time,238.57,216.23
1656,TX,40,M,one-time,269.04,234.67
1657,AZ,40,F,one-time,336.15,380.23
1658,TX,46,F,one-time,282.26,231.23
1659,OK,39,F,one-time,310.24,245.23
1660,OK,33,F,one-time,341.26,120
1661,ND,26,F,recurring,232.54,251.23
1662,AR,45,F,one-time,166.81,175.23
1663,NM,53,M,one-time,184.49,232.67
1664,TX,57,M,one-time,156.67,146.67
1665,TX,24,M,one-time,292.9,277.67
1666,TX,50,F,one-time,240.42,275.23
1667,MO,48, ,one-time,241.93,143
1668,TX,36,F,one-time,390.58,338.23
1669,OK,33,M,one-time,279.9,236.67
1670,OK,44,F,one-time,255.55,298.23
1671,TX,47,F,one-time,287.22,273.23
1672,AZ,45,M,one-time,342.54,350.67
1673,TX,38,F,one-time,208.59,130.23
1674,LA,36,M,one-time,211.49,181.67
1675,OK,49,F,one-time,192,194.23
1676,TX,25,M,one-time,260.62,260.67
1677,TX,40,F,one-time,206.62,206.23
1678,AR,51,F,one-time,233.86,120
1679,MO,42,M,recurring,304.5,185.67
1680,NM,62,F,one-time,309.06,350.23
1681,LA,41,F,one-time,238.83,215.23
1682,AZ,48,M,one-time,279.61,257.67
1683,AZ,51,F,one-time,211.82,239.23
1684,MI,32,M,one-time,357.57,314.67
1685,ND,32,M,one-time,268.46,260.67
1686,TX,46,M,one-time,354.9,380.67
1687,LA,41,M,one-time,230.62,219.67
1688,MO,41,F,one-time,231.42,174.23
1689,TX,56,M,one-time,320.45,259.67
1690,LA,25,F,one-time,230.78,216.23
1691,TX,39,F,one-time,221.61,263.23
1692,OK,39,M,one-time,143.72,124.67
1693,AR,40,M,one-time,397.39,299.67
1694,TX,38,M,recurring,286.39,296.67
1695,OK,45,F,one-time,289.92,120
1696,TX,44,M,one-time,329.39,264.67
1697,TX,44,M,one-time,381.12,328.67
1698,TX,37,F,one-time,320.17,120
1699,AZ,41,F,one-time,316.74,120
1700,NM,42,F,one-time,212.12,120
1701,TX,25,M,one-time,313.43,260.67
1702,OK,28,M,one-time,276.2,299.67
1703,OK,31,M,one-time,312.27,303.67
1704,NM,42,M,one-time,393.61,341.67
1705,OK,31,F,one-time,294.93,120
1706,OK,21,M,one-time,225.92,244.67
1707,AR,34,F,one-time,171.49,228.23
1708,TX,27,M,one-time,382.73,366.67
1709,AR,33,F,one-time,311.1,307.23
1710,TX,38,F,one-time,333.45,120
1711,LA,38,M,one-time,243.15,226.67
1712,ND,39,F,one-time,238.91,120
1713,AZ,32,F,one-time,241.62,229.23
1714,MI,49,M,one-time,195.95,159.67
1715,MO,48,M,one-time,237.09,146.67
1716,AZ,45,M,one-time,191.36,244.67
1717,TX,43,F,one-time,215.45,120
1718,TX,38,M,recurring,358.9,306.67
1719,TX,54,M,one-time,339.01,296.67
1720,AZ,42,F,one-time,370.85,299.23
1721,TX,34,M,one-time,299.62,219.67
1722,OK,41,M,recurring,224.88,224.67
1723,MI,32,M,one-time,219.33,166.67
1724,MO,39,M,one-time,239.69,204.67
1725,AR,47,M,one-time,198.26,126.67
1726,TX,29,F,one-time,297.53,215.23
1727,MI,41,M,recurring,350.04,266.67
1728,TX,48,F,one-time,235.42,120
1729,TX,42,F,one-time,321.06,304.23
1730,OK,34,M,one-time,357.91,285.67
1731,TX,39,F,one-time,277.97,247.23
1732,OK,43,M,one-time,489.56,390.67
1733,OK,41,M,one-time,256,270.67
1734,AR,39,F,one-time,220.47,225.23
1735,OK,42,M,recurring,257.83,216.67
1736,NM,28,F,one-time,216.89,137.23
1737,TX,48,F,recurring,287.53,236.23
1738,OK,42,M,one-time,272.55,322.67
1739,MO,35,M,recurring,250.23,233.67
1740,MO,49,F,one-time,265.61,192.23
1741,TX,34,F,one-time,341.31,339.23
1742,MI,41,F,one-time,233.32,194.23
1743,MO,45,F,one-time,273.72,120
1744,OK,39,M,recurring,226.2,219.67
1745,MO,44,F,recurring,229.36,220.23
1746,LA,38,M,one-time,205.28,114.67
1747,TX,32,M,one-time,279.16,285.67
1748,NM,34,M,one-time,220.88,143.67
1749,MO,34,F,one-time,168.91,120
1750,AR,29,M,one-time,279.4,230.67
1751,TX,49, ,one-time,198.62,146
1752,SD,33,M,recurring,319.54,227.67
1753,AR,51,F,one-time,304.01,120
1754,NM,35,M,one-time,254.27,225.67
1755,MO,36,F,one-time,253.78,250.23
1756,MI,37,F,one-time,261.81,120
1757,OK,51,M,one-time,269.73,230.67
1758,OK,33,M,one-time,294.8,273.67
1759,NM,42,F,one-time,386.62,120
1760,MI,38,F,one-time,323.35,233.23
1761,MO,48,F,one-time,307.45,120
1762,SD,42,F,one-time,169.31,120
1763,TX,45,M,one-time,192.15,153.67
1764,TX,47,F, ,266.98,178.23
1765,SD,22,F,one-time,274.09,247.23
1766,TX,46,F,one-time,380.4,120
1767,MO,31,F,one-time,275.35,249.23
1768,OK,29,F,one-time,166.97,188.23
1769,MO,35,F,one-time,204.62,222.23
1770,OK,45,M,one-time,198.27,222.67
1771,OK,52,F,one-time,173.85,194.23
1772,AR,33,M,one-time,388.52,315.67
1773,LA,33,M,one-time,262.74,260.67
1774,OK,30,M,one-time,278.94,284.67
1775,TX,43,M,one-time,295.37,296.67
1776,TX,37,M,recurring,268.52,242.67
1777,AR,45,M,one-time,307.79,252.67
1778,OK,28,F,one-time,288.66,233.23
1779,AR,36,M,one-time,220.78,264.67
1780,MO,33,F,one-time,273.55,250.23
1781,MO,36,F,one-time,169.64,128.23
1782,OK,36,F,one-time,178.11,140.23
1783,OK,34,M,one-time,238.86,272.67
1784,TX,25,M,one-time,250.17,252.67
1785,MO,47,M,one-time,224.79,212.67
1786,AR,40,F,one-time,267.43,231.23
1787,TX,48,M,one-time,241.53,225.67
1788,AZ,56,M,one-time,311.27,220.67
1789,MI,32,F,one-time,302.42,300.23
1790,AR,43,M,one-time,274.84,286.67
1791,SD,35,F,one-time,306.87,120
1792,LA,37,M,one-time,279.72,297.67
1793,AZ,40,F,one-time,222.51,169.23
1794,AZ,41, ,one-time,369.59,258
1795,NM,49,F,one-time,354.81,327.23
1796,MO,44,M,one-time,372.47,303.67
1797,LA,38,M,one-time,244.54,233.67
1798,OK,31,M,one-time,163.46,140.67
1799,TX,45,M,one-time,263.13,270.67
1800,AR,31,F,one-time,428.61,400.23
1801,TX,44,F,one-time,303.21,231.23
1802,OK,29,M,recurring,204.76,156.67
1803,TX,33,F,recurring,227.48,192.23
1804,TX,24,M,one-time,212.86,189.67
1805,OK,50,F,one-time,225.88,201.23
1806,TX,38,M,one-time,345.61,298.67
1807,TX,40,F,one-time,224.19,120
1808,MI,45,M,one-time,166.95,168.67
1809,OK,38,M,one-time,203.42,269.67
1810,MI,43, ,one-time,217.61,122
1811,TX,39,M,one-time,286.87,262.67
1812,TX,29,M,one-time,167.28,221.67
1813,TX,38,F,one-time,199.46,144.23
1814,TX,39,F,one-time,272.08,279.23
1815,NM,53,F,one-time,332.66,273.23
1816,AZ,45,M,one-time,276.61,192.67
1817,OK,35,M,one-time,195.48,181.67
1818,OK,44,F,one-time,256.67,204.23
1819,TX,52,M,one-time,193.18,193.67
1820,MO,38,M,one-time,392.8,373.67
1821,TX,42,M,recurring,281.4,282.67
1822,TX,49, ,one-time,349.87,297
1823,LA,48,F,one-time,314.58,352.23
1824,TX,45,M,one-time,401.78,348.67
1825,TX,44,M,one-time,461.38,333.67
1826,TX,42,M,one-time,251.24,196.67
1827,MI,51,F,recurring,205.49,181.23
1828,TX,48,F,recurring,300.65,120
1829,TX,31,M,one-time,285.82,189.67
1830,NM,31,M,one-time,291.67,309.67
1831,MO,49,M,recurring,268.94,199.67
1832,OK,39,M,one-time,225.47,258.67
1833,AZ,56,M,one-time,292.4,250.67
1834,AR,49,M,one-time,238.03,182.67
1835,TX,31,M,one-time,333.59,277.67
1836,TX,32,M,one-time,223.5,219.67
1837,LA,46,M,recurring,284.92,303.67
1838,AR,44,F,one-time,343.64,301.23
1839,NM,45,M,one-time,204.28,186.67
1840,TX,40,M,one-time,193.34,165.67
1841,TX,33,M,one-time,290.12,299.67
1842,AR,22,F,one-time,228.58,120
1843,AR,32,M,recurring,262.11,213.67
1844,AZ,46,M,one-time,248.57,240.67
1845,SD,43,M,one-time,256.71,212.67
1846,AZ,39,M,recurring,238.23,230.67
1847,OK,50,F,one-time,218.48,188.23
1848,TX,47,F,one-time,386.49,326.23
1849,ND,56, ,one-time,247.75,152
1850,AR,37,F,one-time,256.82,231.23
1851,MO,42,M,one-time,326.12,310.67
1852,AZ,51, ,one-time,268.69,174
1853,TX,32,F,recurring,359.34,120
1854,TX,29,F,one-time,326.93,263.23
1855,TX,33,F,one-time,302.55,250.23
1856,TX,33,M,one-time,321.17,304.67
1857,MO,49,M,one-time,278.34,242.67
1858,TX,37,M,one-time,324.61,337.67
1859,TX,39,F,one-time,166.1,124.23
1860,TX,45,F,one-time,266.93,120
1861,LA,37,F,recurring,243.33,276.23
1862,TX,22,M,one-time,165.51,187.67
1863,TX,20,F,one-time,397.71,359.23
1864,OK,34, ,one-time,227.09,137
1865,SD,42,F,recurring,268.21,120
1866,SD,42,F,one-time,270.58,264.23
1867,LA,41,M,one-time,233.41,251.67
1868,OK,36,M,one-time,310.32,335.67
1869,AR,55,M,one-time,278.54,231.67
1870,AZ,49,M,one-time,259.42,233.67
1871,LA,39,M,one-time,193.22,155.67
1872,AR,42,M,one-time,311.14,270.67
1873,LA,54,F,one-time,264.26,268.23
1874,MI,46,M,one-time,205.52,232.67
1875,AZ,54,F,one-time,260.22,120
1876,NM,29,M,one-time,254.91,198.67
1877,AZ,38,F,one-time,264.39,253.23
1878,OK,50,F,one-time,290.19,308.23
1879,TX,41,F,one-time,294.51,120
1880,TX,31,F,one-time,378.53,120
1881,AZ,67,F,one-time,262.67,120
1882,AZ,45,M,one-time,183.38,192.67
1883,AR,50,F,one-time,338.28,279.23
1884,AZ,39,M,one-time,182.63,190.67
1885,OK,42,M,one-time,437.88,417.67
1886,TX,27,F,one-time,344.68,307.23
1887,TX,32,M,recurring,307.31,269.67
1888,OK,34,M,one-time,220.96,235.67
1889,TX,42,F,one-time,303.29,341.23
1890,OK,41,M,one-time,268.32,279.67
1891,AZ,38,F,one-time,324.48,312.23
1892,MO,42,M,one-time,160.62,80.67
1893,AR,37,M,one-time,340.96,303.67
1894,TX,38,M,one-time,241.71,184.67
1895,AR,34,F,one-time,292.02,225.23
1896,TX,41,F,one-time,151.02,155.23
1897,LA,35,M,one-time,379.66,358.67
1898,MI,50,F,one-time,153.74,171.23
1899,MO,29,F,one-time,299.18,307.23
1900,TX,53,F,one-time,205.12,178.23
1901,MO,32,M,one-time,255.52,248.67
1902,ND,23,F,one-time,220.01,120
1903,TX,48,F,one-time,239.77,120
1904,LA,34,F,one-time,323.57,120
1905,NM,54,F,one-time,199.26,132.23
1906,AZ,42,M,one-time,246.37,241.67
1907,MI,59,F,one-time,256.72,207.23
1908,MO,32,M,one-time,268.01,282.67
1909,MI,40,M,one-time,320.67,274.67
1910,SD,38,M,one-time,227.36,199.67
1911,TX,39,M,one-time,287.41,254.67
1912,TX,38,M,one-time,260.14,249.67
1913,AZ,59,F,one-time,173.57,154.23
1914,TX,49,M,recurring,221.43,279.67
1915,AR,56,M,one-time,160.32,165.67
1916,TX,39,F,one-time,270.08,287.23
1917,LA,41,F,one-time,219.56,203.23
1918,MI,34,M,one-time,227.2,220.67
1919,OK,36,F,one-time,316.9,312.23
1920,TX,32,M,one-time,250.32,245.67
1921,LA,39,F,one-time,289.95,269.23
1922,TX,44,F,one-time,312.3,225.23
1923,AR,38,M,one-time,256.14,246.67
1924,TX,36,M,one-time,322.28,340.67
1925,LA,44,F,one-time,245.49,230.23
1926,MI,42,M,one-time,233.83,177.67
1927,AZ,31,M,one-time,263.32,227.67
1928,MI,42,M,one-time,55.54,61.67
1929,AR,45,M,one-time,427.29,413.67
1930,LA,43,M,one-time,173.89,129.67
1931,TX,30,F,one-time,373.39,343.23
1932,NM,46,M,one-time,292.79,259.67
1933,TX,51,M,one-time,233.86,256.67
1934,NM,33,F,one-time,310.23,287.23
1935,MI,48,F,one-time,382.01,318.23
1936,TX,46,F,one-time,296.35,255.23
1937,MI,33,M,one-time,327.75,243.67
1938,AR,30,M,one-time,245.66,207.67
1939,TX,40,F,one-time,181.2,188.23
1940,AR,22,F,one-time,336.71,302.23
1941,MI,30,M,one-time,293.59,241.67
1942,ND,36,F,one-time,287.72,187.23
1943,LA,58,F,one-time,202.87,275.23
1944,AR,42,F,one-time,311.76,120
1945,LA,43,M,one-time,221.37,206.67
1946,MO,34,F,one-time,323.61,291.23
1947,SD,51,M,one-time,221.19,121.67
1948,SD,28,M,one-time,323.73,295.67
1949,OK,49,F,one-time,91.61,75.23
1950,LA,55,M,one-time,208.73,188.67
1951,OK,40,M,one-time,252.19,245.67
1952,NM,41,F,one-time,387.69,297.23
1953,AR,44,F,recurring,269.03,120
1954,OK,45,F,one-time,279.73,219.23
1955,AR,29,M,one-time,374.08,334.67
1956,AZ,44,F,one-time,352.4,120
1957,TX,35,F,one-time,240.64,221.23
1958,TX,47,M,one-time,326.52,348.67
1959,AR,34,F,one-time,277.79,247.23
1960,OK,39,M,one-time,212.9,214.67
1961,MO,42,M,one-time,280.25,214.67
1962,TX,36,M,one-time,330.37,286.67
1963,TX,57,F,one-time,267.25,220.23
1964,OK,34,M,one-time,422.83,378.67
1965,MO,25,M,one-time,254.72,203.67
1966,TX,22,F,one-time,235.52,120
1967,TX,42,F,one-time,190.83,120
1968,TX,53,F,one-time,287.59,284.23
1969,SD,34,F,one-time,322.24,301.23
1970,MI,49, ,one-time,301.44,165
1971,OK,43,F,recurring,226.24,120
1972,TX,38,F,one-time,376.88,289.23
1973,MO,50,M,one-time,195.27,163.67
1974,TX,47,F,recurring,321.23,120
1975,TX,38,F,one-time,195.09,210.23
1976,LA,38,F,one-time,227.7,120
